Shipment_ID,Date,Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Lead_Time_Days,GSCPI,gust_kph,precip_mm
SC-12771,2024-09-17,Hamburg,Shanghai,Road,Perishables,4483.21,354.67,3.83,0.1,6.4,0.1875
SC-12772,2024-01-04,Singapore,Dubai,Sea,Pharmaceuticals,12201.0,125.22,20.38,-0.34,22.25625,0.0
SC-12773,2024-08-11,Hamburg,Antwerp,Road,Textiles,7165.14,162.89,7.12,0.21,15.88125,0.1625
SC-12774,2025-08-15,Antwerp,Los Angeles,Road,Textiles,8425.37,167.77,8.74,-0.08,11.125,0.0
SC-12775,2024-03-15,Los Angeles,Antwerp,Sea,Pharmaceuticals,6775.83,13.85,38.21,-0.36,15.88125,0.1625
SC-12776,2024-02-16,Shanghai,Busan,Air,Textiles,1136.55,171.18,0.5,-0.19,6.4125,0.08125
SC-12777,2025-03-09,Shanghai,Busan,Rail,Textiles,2903.37,401.85,2.21,-0.19,6.4125,0.08125
SC-12778,2024-12-18,Dubai,Hamburg,Sea,Electronics,6960.35,448.75,32.92,-0.26,14.15,0.2625
SC-12779,2025-12-18,Hamburg,Busan,Sea,Textiles,3533.19,259.59,8.03,0.56,6.4125,0.08125
SC-12780,2024-03-06,Shanghai,Rotterdam,Road,Textiles,1224.7,228.3,0.84,-0.36,16.075,0.03125
SC-12781,2025-07-08,Busan,Rotterdam,Road,Pharmaceuticals,12732.92,16.38,11.92,0.02,16.075,0.03125
SC-12782,2024-03-02,Antwerp,Marseille,Air,Perishables,14727.29,439.72,2.53,-0.36,13.7,0.11875
SC-12783,2024-03-11,Los Angeles,Hamburg,Sea,Electronics,12000.57,7.49,16.43,-0.36,14.15,0.2625
SC-12784,2025-04-28,Dubai,Singapore,Rail,Textiles,12879.88,472.43,79.99,-0.25,13.7,0.0
SC-12785,2024-02-02,Shanghai,Dubai,Sea,Pharmaceuticals,4008.67,245.12,50.08,-0.19,22.25625,0.0
SC-12786,2024-10-20,Hamburg,Busan,Road,Perishables,14429.09,171.63,10.95,-0.35,6.4125,0.08125
SC-12787,2025-02-22,Hamburg,Rotterdam,Rail,Automotive,3355.42,462.18,2.14,0.0,16.075,0.03125
SC-12788,2024-07-03,Antwerp,Shanghai,Road,Pharmaceuticals,14295.73,13.17,14.87,-0.05,6.4,0.1875
SC-12789,2024-05-18,Dubai,Antwerp,Sea,Pharmaceuticals,14924.88,291.13,28.67,-0.59,15.88125,0.1625
SC-12790,2025-10-18,Los Angeles,Antwerp,Air,Perishables,10819.98,274.92,0.52,-0.08,15.88125,0.1625
SC-12791,2025-10-23,Antwerp,Marseille,Rail,Electronics,14726.58,110.44,15.47,-0.08,13.7,0.11875
SC-12792,2025-03-06,Antwerp,Marseille,Air,Perishables,8758.33,215.01,0.87,-0.19,13.7,0.11875
SC-12793,2025-01-18,Hamburg,Los Angeles,Road,Electronics,4263.36,326.48,9.86,-0.18,11.125,0.0
SC-12794,2025-01-26,Busan,Singapore,Road,Textiles,6836.44,363.84,16.75,-0.18,13.7,0.0
SC-12795,2025-04-04,Rotterdam,Los Angeles,Rail,Perishables,9106.63,1.36,6.56,-0.25,11.125,0.0
SC-12796,2025-01-21,Singapore,Rotterdam,Road,Automotive,1559.68,468.49,0.74,-0.18,16.075,0.03125
SC-12797,2025-01-19,Rotterdam,Shanghai,Air,Textiles,9523.98,83.1,5.73,-0.18,6.4,0.1875
SC-12798,2024-03-23,Busan,Antwerp,Road,Automotive,14727.08,117.56,10.17,-0.36,15.88125,0.1625
SC-12799,2025-11-30,Los Angeles,Singapore,Road,Pharmaceuticals,3256.56,132.47,7.71,-0.15,13.7,0.0
SC-12800,2025-11-08,Busan,Dubai,Rail,Perishables,11992.63,19.87,38.02,-0.15,22.25625,0.0
SC-12801,2025-07-06,Hamburg,Los Angeles,Road,Textiles,13664.53,62.4,36.2,0.02,11.125,0.0
SC-12802,2024-05-16,Antwerp,Rotterdam,Rail,Automotive,14183.67,493.19,11.56,-0.59,16.075,0.03125
SC-12803,2025-10-31,Singapore,Busan,Sea,Pharmaceuticals,14421.97,158.29,66.65,-0.08,6.4125,0.08125
SC-12804,2024-12-22,Los Angeles,Shanghai,Rail,Electronics,8061.16,58.54,65.53,-0.26,6.4,0.1875
SC-12805,2024-05-01,Dubai,Marseille,Rail,Pharmaceuticals,14670.96,54.39,37.17,-0.59,13.7,0.11875
SC-12806,2024-07-01,Busan,Singapore,Rail,Textiles,11481.0,360.01,10.49,-0.05,13.7,0.0
SC-12807,2025-07-04,Rotterdam,Antwerp,Rail,Textiles,2844.24,427.43,2.85,0.02,15.88125,0.1625
SC-12808,2025-02-06,Los Angeles,Marseille,Sea,Pharmaceuticals,7415.05,129.22,14.25,0.0,13.7,0.11875
SC-12809,2025-06-25,Rotterdam,Marseille,Sea,Electronics,10915.8,11.43,52.1,0.08,13.7,0.11875
SC-12810,2024-05-10,Hamburg,Busan,Sea,Pharmaceuticals,4086.43,112.32,10.12,-0.59,6.4125,0.08125
SC-12811,2024-08-16,Antwerp,Dubai,Air,Automotive,9788.92,29.2,1.94,0.21,22.25625,0.0
SC-12812,2024-01-04,Antwerp,Los Angeles,Air,Automotive,10165.71,52.59,0.65,-0.34,11.125,0.0
SC-12813,2024-01-24,Dubai,Rotterdam,Sea,Textiles,2859.15,216.32,36.69,-0.34,16.075,0.03125
SC-12814,2024-11-01,Shanghai,Busan,Road,Electronics,8693.74,115.73,20.08,-0.28,6.4125,0.08125
SC-12815,2025-04-19,Los Angeles,Marseille,Rail,Electronics,11688.59,258.46,12.78,-0.25,13.7,0.11875
SC-12816,2025-11-20,Antwerp,Dubai,Air,Automotive,7733.99,127.49,0.5,-0.15,22.25625,0.0
SC-12817,2025-07-11,Hamburg,Rotterdam,Road,Automotive,675.5,470.33,2.11,0.02,16.075,0.03125
SC-12818,2025-03-10,Hamburg,Marseille,Sea,Textiles,631.06,453.07,1.21,-0.19,13.7,0.11875
SC-12819,2025-06-28,Rotterdam,Shanghai,Rail,Textiles,5676.93,283.84,5.86,0.08,6.4,0.1875
SC-12820,2025-01-23,Hamburg,Singapore,Sea,Perishables,13929.81,177.86,217.83,-0.18,13.7,0.0
SC-12821,2024-08-23,Los Angeles,Marseille,Sea,Perishables,3815.81,191.19,8.93,0.21,13.7,0.11875
SC-12822,2024-09-10,Antwerp,Busan,Road,Electronics,9698.27,206.51,8.0,0.1,6.4125,0.08125
SC-12823,2025-04-16,Los Angeles,Busan,Sea,Perishables,3720.1,364.06,18.29,-0.25,6.4125,0.08125
SC-12824,2024-12-20,Shanghai,Los Angeles,Road,Textiles,5164.21,226.37,5.05,-0.26,11.125,0.0
SC-12825,2024-06-07,Rotterdam,Busan,Sea,Pharmaceuticals,12796.61,428.51,72.38,-0.35,6.4125,0.08125
SC-12826,2024-10-09,Los Angeles,Marseille,Air,Electronics,11068.49,472.1,0.5,-0.35,13.7,0.11875
SC-12827,2024-07-12,Singapore,Rotterdam,Road,Textiles,1883.29,168.64,10.35,-0.05,16.075,0.03125
SC-12828,2024-04-25,Los Angeles,Busan,Air,Automotive,6716.18,280.79,2.85,-0.96,6.4125,0.08125
SC-12829,2024-02-02,Hamburg,Shanghai,Road,Textiles,922.96,48.43,2.32,-0.19,6.4,0.1875
SC-12830,2025-11-07,Busan,Dubai,Rail,Perishables,7472.91,101.03,6.52,-0.15,22.25625,0.0
SC-12831,2025-03-05,Busan,Rotterdam,Air,Pharmaceuticals,10105.29,207.32,1.37,-0.19,16.075,0.03125
SC-12832,2025-09-21,Antwerp,Los Angeles,Road,Electronics,2218.29,103.9,1.84,-0.02,11.125,0.0
SC-12833,2024-01-17,Antwerp,Busan,Air,Automotive,4688.83,438.4,2.08,-0.34,6.4125,0.08125
SC-12834,2024-09-03,Singapore,Shanghai,Sea,Automotive,6268.63,79.98,12.92,0.1,6.4,0.1875
SC-12835,2024-07-30,Los Angeles,Singapore,Rail,Textiles,13833.2,228.37,85.58,-0.05,13.7,0.0
SC-12836,2024-03-09,Rotterdam,Singapore,Rail,Textiles,14902.2,303.24,85.41,-0.36,13.7,0.0
SC-12837,2024-04-13,Hamburg,Antwerp,Rail,Pharmaceuticals,1151.21,346.24,7.48,-0.96,15.88125,0.1625
SC-12838,2025-08-31,Rotterdam,Busan,Sea,Automotive,11534.61,192.15,21.55,-0.08,6.4125,0.08125
SC-12839,2024-02-04,Singapore,Antwerp,Road,Pharmaceuticals,5890.0,434.68,6.4,-0.19,15.88125,0.1625
SC-12840,2025-04-02,Hamburg,Shanghai,Road,Textiles,6190.64,284.59,7.35,-0.25,6.4,0.1875
SC-12841,2025-09-04,Hamburg,Antwerp,Sea,Textiles,11436.84,220.31,17.19,-0.02,15.88125,0.1625
SC-12842,2025-11-19,Rotterdam,Hamburg,Sea,Automotive,13817.18,34.55,85.15,-0.15,14.15,0.2625
SC-12843,2025-12-21,Singapore,Shanghai,Sea,Pharmaceuticals,14288.46,232.88,70.76,0.56,6.4,0.1875
SC-12844,2024-02-19,Busan,Singapore,Rail,Electronics,8868.28,410.55,10.37,-0.19,13.7,0.0
SC-12845,2024-09-07,Singapore,Busan,Air,Pharmaceuticals,5678.26,307.66,1.51,0.1,6.4125,0.08125
SC-12846,2024-02-15,Singapore,Busan,Rail,Electronics,11919.46,416.25,30.94,-0.19,6.4125,0.08125
SC-12847,2025-02-15,Shanghai,Singapore,Rail,Perishables,4139.52,247.51,3.8,0.0,13.7,0.0
SC-12848,2025-03-25,Dubai,Hamburg,Air,Textiles,8679.07,60.11,4.74,-0.19,14.15,0.2625
SC-12849,2024-08-27,Hamburg,Antwerp,Sea,Electronics,5699.39,7.81,11.0,0.21,15.88125,0.1625
SC-12850,2025-07-06,Shanghai,Singapore,Rail,Perishables,10021.15,152.31,75.8,0.02,13.7,0.0
SC-12851,2024-08-10,Antwerp,Dubai,Road,Perishables,3985.78,349.3,4.23,0.21,22.25625,0.0
SC-12852,2024-02-27,Dubai,Antwerp,Road,Textiles,3278.1,395.34,3.94,-0.19,15.88125,0.1625
SC-12853,2024-05-23,Shanghai,Busan,Rail,Electronics,13814.47,148.58,11.58,-0.59,6.4125,0.08125
SC-12854,2025-05-30,Antwerp,Marseille,Road,Perishables,1976.15,248.33,1.37,0.28,13.7,0.11875
SC-12855,2024-10-23,Rotterdam,Shanghai,Road,Perishables,7836.39,211.14,7.15,-0.35,6.4,0.1875
SC-12856,2024-08-27,Los Angeles,Shanghai,Road,Automotive,3702.37,205.85,2.92,0.21,6.4,0.1875
SC-12857,2025-08-12,Shanghai,Rotterdam,Road,Pharmaceuticals,1064.48,116.44,2.76,-0.08,16.075,0.03125
SC-12858,2024-11-22,Shanghai,Hamburg,Sea,Electronics,1022.27,69.05,2.43,-0.28,14.15,0.2625
SC-12859,2025-08-14,Hamburg,Shanghai,Rail,Automotive,3040.72,99.15,7.72,-0.08,6.4,0.1875
SC-12860,2025-09-04,Busan,Rotterdam,Road,Textiles,13068.17,28.61,91.95,-0.02,16.075,0.03125
SC-12861,2025-11-19,Shanghai,Dubai,Rail,Textiles,4595.94,99.87,9.98,-0.15,22.25625,0.0
SC-12862,2024-11-24,Los Angeles,Antwerp,Air,Electronics,14281.66,5.59,0.79,-0.28,15.88125,0.1625
SC-12863,2024-08-30,Shanghai,Dubai,Sea,Electronics,8933.52,314.0,106.84,0.21,22.25625,0.0
SC-12864,2024-11-05,Dubai,Rotterdam,Rail,Perishables,6830.91,158.87,53.67,-0.28,16.075,0.03125
SC-12865,2024-05-26,Dubai,Los Angeles,Rail,Automotive,8911.29,486.6,7.75,-0.59,11.125,0.0
SC-12866,2025-11-07,Antwerp,Busan,Road,Textiles,7992.13,97.66,5.22,-0.15,6.4125,0.08125
SC-12867,2025-06-17,Los Angeles,Marseille,Rail,Pharmaceuticals,11502.26,173.57,10.87,0.08,13.7,0.11875
SC-12868,2024-08-14,Antwerp,Hamburg,Road,Textiles,4596.19,179.56,4.09,0.21,14.15,0.2625
SC-12869,2025-02-27,Los Angeles,Shanghai,Road,Electronics,5619.23,5.22,6.01,0.0,6.4,0.1875
SC-12870,2024-11-03,Rotterdam,Dubai,Rail,Automotive,13464.37,419.76,14.49,-0.28,22.25625,0.0
SC-12871,2024-10-08,Shanghai,Marseille,Sea,Electronics,14223.62,16.97,43.67,-0.35,13.7,0.11875
SC-12872,2024-03-03,Rotterdam,Busan,Road,Pharmaceuticals,13442.09,470.15,18.39,-0.36,6.4125,0.08125
SC-12873,2025-07-24,Los Angeles,Busan,Rail,Perishables,6582.0,446.15,41.49,0.02,6.4125,0.08125
SC-12874,2025-08-28,Hamburg,Los Angeles,Rail,Electronics,11815.3,268.23,15.96,-0.08,11.125,0.0
SC-12875,2024-06-28,Busan,Hamburg,Air,Electronics,7406.87,272.25,5.35,-0.35,14.15,0.2625
SC-12876,2025-10-03,Antwerp,Dubai,Air,Perishables,7714.33,327.24,0.5,-0.08,22.25625,0.0
SC-12877,2025-11-26,Hamburg,Marseille,Sea,Electronics,3467.86,194.14,7.19,-0.15,13.7,0.11875
SC-12878,2025-03-13,Singapore,Busan,Road,Textiles,9071.39,323.96,54.51,-0.19,6.4125,0.08125
SC-12879,2025-07-23,Busan,Dubai,Air,Pharmaceuticals,3198.97,23.34,1.08,0.02,22.25625,0.0
SC-12880,2025-05-22,Dubai,Busan,Air,Perishables,5307.69,27.97,0.5,0.28,6.4125,0.08125
SC-12881,2024-02-18,Shanghai,Hamburg,Rail,Automotive,12897.94,229.16,15.23,-0.19,14.15,0.2625
SC-12882,2024-12-18,Dubai,Hamburg,Rail,Electronics,3502.6,275.26,23.51,-0.26,14.15,0.2625
SC-12883,2025-10-20,Antwerp,Singapore,Road,Perishables,1531.8,444.02,2.81,-0.08,13.7,0.0
SC-12884,2025-11-18,Busan,Rotterdam,Road,Electronics,1500.61,53.23,0.55,-0.15,16.075,0.03125
SC-12885,2025-01-25,Los Angeles,Rotterdam,Air,Pharmaceuticals,14141.38,411.5,7.34,-0.18,16.075,0.03125
SC-12886,2025-06-21,Hamburg,Marseille,Air,Electronics,7850.35,105.81,1.47,0.08,13.7,0.11875
SC-12887,2024-11-22,Rotterdam,Singapore,Road,Textiles,6436.48,197.65,4.79,-0.28,13.7,0.0
SC-12888,2025-12-14,Dubai,Los Angeles,Rail,Textiles,12257.74,158.98,11.51,0.56,11.125,0.0
SC-12889,2025-03-02,Busan,Dubai,Rail,Electronics,12619.48,200.68,97.76,-0.19,22.25625,0.0
SC-12890,2025-02-22,Dubai,Marseille,Sea,Textiles,5316.77,76.1,10.91,0.0,13.7,0.11875
SC-12891,2024-06-01,Hamburg,Marseille,Sea,Electronics,10557.46,252.28,158.19,-0.35,13.7,0.11875
SC-12892,2024-11-03,Singapore,Hamburg,Road,Perishables,11681.28,401.02,10.03,-0.28,14.15,0.2625
SC-12893,2025-01-20,Singapore,Rotterdam,Rail,Pharmaceuticals,9992.43,221.33,73.41,-0.18,16.075,0.03125
SC-12894,2024-07-07,Singapore,Hamburg,Rail,Perishables,2698.13,245.82,2.18,-0.05,14.15,0.2625
SC-12895,2025-07-04,Los Angeles,Busan,Air,Pharmaceuticals,13200.3,424.54,3.55,0.02,6.4125,0.08125
SC-12896,2025-04-29,Hamburg,Busan,Sea,Textiles,8316.87,353.32,14.64,-0.25,6.4125,0.08125
SC-12897,2024-09-03,Antwerp,Hamburg,Sea,Pharmaceuticals,4595.85,245.74,28.11,0.1,14.15,0.2625
SC-12898,2024-08-18,Hamburg,Rotterdam,Road,Textiles,6665.81,129.59,5.93,0.21,16.075,0.03125
SC-12899,2024-11-03,Dubai,Rotterdam,Air,Perishables,1044.78,442.58,0.5,-0.28,16.075,0.03125
SC-12900,2025-12-25,Shanghai,Rotterdam,Air,Textiles,2354.07,288.93,0.74,0.56,16.075,0.03125
SC-12901,2024-05-27,Los Angeles,Hamburg,Sea,Pharmaceuticals,11600.43,111.35,29.87,-0.59,14.15,0.2625
SC-12902,2025-04-19,Busan,Antwerp,Air,Automotive,500.17,135.29,0.84,-0.25,15.88125,0.1625
SC-12903,2024-02-29,Antwerp,Hamburg,Air,Automotive,6540.2,401.76,0.85,-0.19,14.15,0.2625
SC-12904,2025-07-29,Singapore,Los Angeles,Rail,Textiles,8076.4,23.03,55.81,0.02,11.125,0.0
SC-12905,2025-02-26,Antwerp,Singapore,Air,Automotive,1292.2,496.05,0.5,0.0,13.7,0.0
SC-12906,2025-03-02,Hamburg,Los Angeles,Road,Electronics,14609.63,66.05,31.39,-0.19,11.125,0.0
SC-12907,2025-07-24,Hamburg,Marseille,Road,Electronics,3778.82,398.24,3.64,0.02,13.7,0.11875
SC-12908,2025-06-26,Shanghai,Rotterdam,Road,Perishables,4910.88,197.99,4.71,0.08,16.075,0.03125
SC-12909,2024-05-17,Los Angeles,Singapore,Road,Pharmaceuticals,4907.17,246.62,4.54,-0.59,13.7,0.0
SC-12910,2025-02-01,Hamburg,Marseille,Rail,Textiles,3841.04,440.44,7.7,0.0,13.7,0.11875
SC-12911,2024-09-05,Los Angeles,Dubai,Road,Textiles,521.37,207.04,2.53,0.1,22.25625,0.0
SC-12912,2024-09-18,Rotterdam,Antwerp,Air,Textiles,11075.5,269.21,6.23,0.1,15.88125,0.1625
SC-12913,2024-07-27,Busan,Marseille,Rail,Automotive,14519.26,25.6,117.76,-0.05,13.7,0.11875
SC-12914,2024-12-04,Dubai,Rotterdam,Sea,Textiles,3752.26,2.17,6.77,-0.26,16.075,0.03125
SC-12915,2025-10-24,Antwerp,Dubai,Road,Pharmaceuticals,10114.18,123.16,7.32,-0.08,22.25625,0.0
SC-12916,2024-03-21,Singapore,Rotterdam,Sea,Perishables,11257.5,340.61,55.2,-0.36,16.075,0.03125
SC-12917,2025-04-05,Hamburg,Dubai,Sea,Automotive,12802.17,61.51,30.48,-0.25,22.25625,0.0
SC-12918,2025-01-14,Shanghai,Dubai,Sea,Electronics,6628.12,57.77,15.67,-0.18,22.25625,0.0
SC-12919,2024-04-04,Busan,Antwerp,Air,Electronics,4892.5,206.07,1.27,-0.96,15.88125,0.1625
SC-12920,2025-07-02,Busan,Marseille,Rail,Perishables,5216.78,324.27,3.45,0.02,13.7,0.11875
SC-12921,2024-07-14,Antwerp,Rotterdam,Sea,Textiles,10833.01,356.32,177.01,-0.05,16.075,0.03125
SC-12922,2024-02-22,Dubai,Busan,Sea,Electronics,12343.3,90.05,31.77,-0.19,6.4125,0.08125
SC-12923,2024-10-01,Antwerp,Rotterdam,Rail,Perishables,3133.4,40.71,4.76,-0.35,16.075,0.03125
SC-12924,2025-01-21,Shanghai,Busan,Rail,Textiles,5878.64,470.26,39.57,-0.18,6.4125,0.08125
SC-12925,2025-11-20,Rotterdam,Antwerp,Road,Electronics,13578.13,131.07,33.19,-0.15,15.88125,0.1625
SC-12926,2025-09-11,Hamburg,Singapore,Sea,Textiles,12197.06,426.82,17.88,-0.02,13.7,0.0
SC-12927,2025-09-09,Shanghai,Marseille,Sea,Perishables,14780.45,431.88,168.46,-0.02,13.7,0.11875
SC-12928,2024-02-10,Dubai,Marseille,Sea,Electronics,11436.6,386.49,29.28,-0.19,13.7,0.11875
SC-12929,2024-03-15,Antwerp,Los Angeles,Sea,Pharmaceuticals,6201.33,85.25,36.87,-0.36,11.125,0.0
SC-12930,2024-07-11,Dubai,Hamburg,Road,Perishables,9064.25,411.08,21.68,-0.05,14.15,0.2625
SC-12931,2025-08-24,Busan,Los Angeles,Road,Perishables,10084.71,384.86,8.96,-0.08,11.125,0.0
SC-12932,2025-11-18,Singapore,Los Angeles,Road,Perishables,1637.61,298.76,3.25,-0.15,11.125,0.0
SC-12933,2025-07-26,Singapore,Rotterdam,Road,Pharmaceuticals,8395.21,169.26,6.05,0.02,16.075,0.03125
SC-12934,2024-08-10,Rotterdam,Hamburg,Air,Electronics,10785.15,131.99,6.23,0.21,14.15,0.2625
SC-12935,2025-05-05,Busan,Shanghai,Air,Textiles,2926.16,61.82,0.5,0.28,6.4,0.1875
SC-12936,2024-08-01,Rotterdam,Los Angeles,Sea,Electronics,11819.16,255.37,32.32,0.21,11.125,0.0
SC-12937,2024-12-06,Singapore,Dubai,Air,Textiles,8964.71,293.05,4.64,-0.26,22.25625,0.0
SC-12938,2024-11-06,Antwerp,Busan,Rail,Pharmaceuticals,14307.22,180.31,17.78,-0.28,6.4125,0.08125
SC-12939,2024-01-16,Los Angeles,Busan,Road,Electronics,1115.12,238.2,6.93,-0.34,6.4125,0.08125
SC-12940,2024-08-04,Hamburg,Singapore,Sea,Pharmaceuticals,4347.23,182.39,24.15,0.21,13.7,0.0
SC-12941,2024-07-13,Dubai,Los Angeles,Rail,Textiles,9222.53,320.86,22.59,-0.05,11.125,0.0
SC-12942,2024-04-30,Shanghai,Los Angeles,Road,Electronics,4800.12,450.73,4.1,-0.96,11.125,0.0
SC-12943,2025-05-05,Shanghai,Dubai,Air,Perishables,10859.15,82.8,1.48,0.28,22.25625,0.0
SC-12944,2024-09-05,Rotterdam,Singapore,Road,Electronics,11505.58,191.32,24.32,0.1,13.7,0.0
SC-12945,2025-12-13,Los Angeles,Antwerp,Rail,Pharmaceuticals,1986.48,71.29,2.22,0.56,15.88125,0.1625
SC-12946,2025-09-10,Rotterdam,Shanghai,Air,Perishables,7950.89,312.85,1.08,-0.02,6.4,0.1875
SC-12947,2025-12-21,Antwerp,Dubai,Road,Pharmaceuticals,7878.91,364.71,6.7,0.56,22.25625,0.0
SC-12948,2024-07-28,Dubai,Shanghai,Sea,Automotive,5854.57,466.02,78.58,-0.05,6.4,0.1875
SC-12949,2025-02-10,Busan,Hamburg,Air,Automotive,14027.41,140.16,2.66,0.0,14.15,0.2625
SC-12950,2024-09-02,Busan,Shanghai,Sea,Automotive,12498.84,475.16,28.66,0.1,6.4,0.1875
SC-12951,2025-07-19,Rotterdam,Singapore,Air,Pharmaceuticals,10609.54,32.57,5.09,0.02,13.7,0.0
SC-12952,2024-11-25,Hamburg,Busan,Sea,Automotive,10857.74,301.9,125.17,-0.28,6.4125,0.08125
SC-12953,2024-10-16,Rotterdam,Los Angeles,Air,Textiles,7194.88,29.51,3.24,-0.35,11.125,0.0
SC-12954,2025-01-24,Dubai,Los Angeles,Rail,Perishables,13854.42,446.99,40.78,-0.18,11.125,0.0
SC-12955,2025-04-22,Hamburg,Marseille,Air,Pharmaceuticals,10571.63,265.37,4.63,-0.25,13.7,0.11875
SC-12956,2025-06-30,Los Angeles,Rotterdam,Road,Automotive,11070.23,335.0,22.53,0.08,16.075,0.03125
SC-12957,2025-10-26,Shanghai,Los Angeles,Rail,Automotive,12994.52,415.96,20.57,-0.08,11.125,0.0
SC-12958,2025-01-02,Antwerp,Los Angeles,Air,Textiles,4474.04,76.01,0.87,-0.18,11.125,0.0
SC-12959,2024-11-11,Dubai,Busan,Road,Perishables,12202.53,20.26,12.55,-0.28,6.4125,0.08125
SC-12960,2024-09-24,Rotterdam,Marseille,Rail,Electronics,3330.99,439.56,20.59,0.1,13.7,0.11875
SC-12961,2025-01-03,Antwerp,Singapore,Road,Electronics,5507.46,158.15,4.71,-0.18,13.7,0.0
SC-12962,2025-06-09,Antwerp,Hamburg,Sea,Pharmaceuticals,5366.35,65.36,71.89,0.08,14.15,0.2625
SC-12963,2025-05-24,Los Angeles,Hamburg,Road,Electronics,14688.62,234.76,14.99,0.28,14.15,0.2625
SC-12964,2025-04-22,Singapore,Shanghai,Rail,Automotive,12919.79,299.55,34.66,-0.25,6.4,0.1875
SC-12965,2024-04-10,Singapore,Los Angeles,Air,Pharmaceuticals,10666.96,16.45,2.58,-0.96,11.125,0.0
SC-12966,2025-04-25,Los Angeles,Shanghai,Rail,Automotive,11042.32,138.17,13.21,-0.25,6.4,0.1875
SC-12967,2024-11-23,Shanghai,Rotterdam,Rail,Pharmaceuticals,8650.06,17.37,20.97,-0.28,16.075,0.03125
SC-12968,2024-07-27,Busan,Hamburg,Air,Automotive,14232.81,210.75,7.26,-0.05,14.15,0.2625
SC-12969,2025-01-14,Los Angeles,Singapore,Rail,Pharmaceuticals,7695.75,447.65,4.59,-0.18,13.7,0.0
SC-12970,2024-11-16,Hamburg,Los Angeles,Air,Perishables,6017.51,491.34,0.9,-0.28,11.125,0.0
SC-12971,2025-02-27,Rotterdam,Los Angeles,Sea,Textiles,2864.01,318.89,8.01,0.0,11.125,0.0
SC-12972,2024-02-16,Singapore,Los Angeles,Air,Electronics,11899.98,81.66,1.25,-0.19,11.125,0.0
SC-12973,2025-07-30,Antwerp,Busan,Rail,Textiles,11149.44,453.02,11.39,0.02,6.4125,0.08125
SC-12974,2024-08-14,Antwerp,Busan,Rail,Electronics,6073.15,258.61,15.16,0.21,6.4125,0.08125
SC-12975,2024-05-29,Hamburg,Shanghai,Rail,Pharmaceuticals,865.3,77.72,1.26,-0.59,6.4,0.1875
SC-12976,2024-01-17,Rotterdam,Singapore,Rail,Pharmaceuticals,12665.46,460.94,11.45,-0.34,13.7,0.0
SC-12977,2024-09-24,Shanghai,Dubai,Sea,Perishables,665.56,378.98,7.45,0.1,22.25625,0.0
SC-12978,2025-07-20,Dubai,Shanghai,Sea,Automotive,10703.65,366.12,145.0,0.02,6.4,0.1875
SC-12979,2025-08-21,Rotterdam,Los Angeles,Road,Pharmaceuticals,14568.73,354.88,13.75,-0.08,11.125,0.0
SC-12980,2025-08-16,Shanghai,Busan,Rail,Electronics,6846.09,100.97,4.43,-0.08,6.4125,0.08125
SC-12981,2025-03-03,Singapore,Shanghai,Rail,Pharmaceuticals,3907.11,106.29,2.38,-0.19,6.4,0.1875
SC-12982,2024-10-29,Antwerp,Busan,Rail,Textiles,10720.63,344.46,80.81,-0.35,6.4125,0.08125
SC-12983,2024-06-05,Busan,Shanghai,Rail,Automotive,12348.36,110.64,75.33,-0.35,6.4,0.1875
SC-12984,2024-07-19,Busan,Marseille,Road,Textiles,8423.24,219.9,20.63,-0.05,13.7,0.11875
SC-12985,2024-12-03,Shanghai,Los Angeles,Rail,Perishables,14522.01,391.22,37.55,-0.26,11.125,0.0
SC-12986,2024-08-23,Los Angeles,Shanghai,Air,Perishables,1249.2,392.19,0.5,0.21,6.4,0.1875
SC-12987,2025-01-23,Los Angeles,Marseille,Air,Electronics,7819.54,227.18,4.38,-0.18,13.7,0.11875
SC-12988,2025-08-06,Los Angeles,Busan,Sea,Pharmaceuticals,10917.58,396.3,163.82,-0.08,6.4125,0.08125
SC-12989,2024-09-08,Hamburg,Marseille,Sea,Textiles,13008.29,419.47,26.93,0.1,13.7,0.11875
SC-12990,2025-05-26,Hamburg,Singapore,Air,Perishables,3099.21,327.73,0.5,0.28,13.7,0.0
SC-12991,2025-07-17,Busan,Antwerp,Air,Perishables,12100.05,114.98,2.75,0.02,15.88125,0.1625
SC-12992,2025-11-01,Antwerp,Shanghai,Air,Electronics,8514.25,137.73,1.06,-0.15,6.4,0.1875
SC-12993,2025-12-02,Rotterdam,Busan,Road,Pharmaceuticals,6250.03,158.11,37.71,0.56,6.4125,0.08125
SC-12994,2024-12-11,Antwerp,Los Angeles,Rail,Automotive,2409.87,59.29,3.77,-0.26,11.125,0.0
SC-12995,2024-09-20,Los Angeles,Busan,Road,Pharmaceuticals,13046.79,137.31,15.02,0.1,6.4125,0.08125
SC-12996,2025-05-15,Los Angeles,Singapore,Sea,Perishables,2780.46,105.55,41.97,0.28,13.7,0.0
SC-12997,2025-10-19,Hamburg,Marseille,Road,Automotive,4991.92,228.21,6.36,-0.08,13.7,0.11875
SC-12998,2025-05-17,Los Angeles,Antwerp,Road,Pharmaceuticals,4705.66,454.31,5.79,0.28,15.88125,0.1625
SC-12999,2025-04-16,Antwerp,Hamburg,Road,Automotive,13135.5,53.14,16.71,-0.25,14.15,0.2625
